Date,WeeklyFuelPrice
21-Sep-18,2.154
28-Sep-18,2.235
5-Oct-18,2.32
12-Oct-18,2.289
19-Oct-18,2.234
26-Oct-18,2.196
2-Nov-18,2.144
9-Nov-18,2.098
16-Nov-18,1.974
23-Nov-18,1.889
30-Nov-18,1.755
7-Dec-18,1.785
14-Dec-18,1.751
21-Dec-18,1.666
28-Dec-18,1.608
4-Jan-19,1.621
11-Jan-19,1.793
18-Jan-19,1.812
25-Jan-19,1.822
1-Feb-19,1.842
8-Feb-19,1.861
15-Feb-19,1.896
22-Feb-19,1.978
1-Mar-19,1.934
8-Mar-19,1.906
15-Mar-19,1.893
22-Mar-19,1.9
29-Mar-19,1.903
5-Apr-19,1.936
12-Apr-19,1.981
19-Apr-19,1.982
26-Apr-19,2.01
3-May-19,1.984
10-May-19,1.982
17-May-19,2.022
24-May-19,1.978
31-May-19,1.896
7-Jun-19,1.772
14-Jun-19,1.778
21-Jun-19,1.82
28-Jun-19,1.897
5-Jul-19,1.883
12-Jul-19,1.949
19-Jul-19,1.903
26-Jul-19,1.904
2-Aug-19,1.905
9-Aug-19,1.774
16-Aug-19,1.788
23-Aug-19,1.811
30-Aug-19,1.806
6-Sep-19,1.815
13-Sep-19,1.833
20-Sep-19,1.941
27-Sep-19,1.911
4-Oct-19,1.839
11-Oct-19,1.86
18-Oct-19,1.861
25-Oct-19,1.896
1-Nov-19,1.847
8-Nov-19,1.835
15-Nov-19,1.815
22-Nov-19,1.788
29-Nov-19,1.853
6-Dec-19,1.821
13-Dec-19,1.843
20-Dec-19,1.918
27-Dec-19,1.965
3-Jan-20,1.953
10-Jan-20,1.902
17-Jan-20,1.796
24-Jan-20,1.704
31-Jan-20,1.589
7-Feb-20,1.499
14-Feb-20,1.544
21-Feb-20,1.577
28-Feb-20,1.431
6-Mar-20,1.392
13-Mar-20,1.026
20-Mar-20,0.778
27-Mar-20,0.714
3-Apr-20,0.717
10-Apr-20,0.729
17-Apr-20,0.663
24-Apr-20,0.502
1-May-20,0.461
8-May-20,0.536
15-May-20,0.65
22-May-20,0.811
29-May-20,0.814
5-Jun-20,0.901
12-Jun-20,0.955
19-Jun-20,1.042
26-Jun-20,1.022
3-Jul-20,1.023
10-Jul-20,1.073
17-Jul-20,1.074
24-Jul-20,1.106
31-Jul-20,1.104
7-Aug-20,1.111
14-Aug-20,1.11
21-Aug-20,1.102
28-Aug-20,1.128
4-Sep-20,1.074
11-Sep-20,0.984
18-Sep-20,1.011
25-Sep-20,0.973
2-Oct-20,0.995
9-Oct-20,1.067
16-Oct-20,1.076
23-Oct-20,1.06
30-Oct-20,1.012
6-Nov-20,1.05
13-Nov-20,1.13
20-Nov-20,1.136
27-Nov-20,1.233
4-Dec-20,1.26
11-Dec-20,1.296
18-Dec-20,1.359
25-Dec-20,1.349
1-Jan-21,1.348
8-Jan-21,1.373
15-Jan-21,1.449
22-Jan-21,1.438
29-Jan-21,1.426
5-Feb-21,1.498
12-Feb-21,1.568
19-Feb-21,1.633
26-Feb-21,1.711
5-Mar-21,1.685
12-Mar-21,1.731
19-Mar-21,1.673
26-Mar-21,1.599
2-Apr-21,1.598
9-Apr-21,1.639
16-Apr-21,1.672
23-Apr-21,1.672
30-Apr-21,1.704
7-May-21,1.748
14-May-21,1.768
21-May-21,1.732
28-May-21,1.762
4-Jun-21,1.817
11-Jun-21,1.833
18-Jun-21,1.845
25-Jun-21,1.911
2-Jul-21,1.895
9-Jul-21,1.872
16-Jul-21,1.902
23-Jul-21,1.842
30-Jul-21,1.918
6-Aug-21,1.832
13-Aug-21,1.819
20-Aug-21,1.735
27-Aug-21,1.842
3-Sep-21,1.927
10-Sep-21,1.91
17-Sep-21,1.996
24-Sep-21,2.022
1-Oct-21,2.143
8-Oct-21,2.26
15-Oct-21,2.329
22-Oct-21,2.321
29-Oct-21,2.3
5-Nov-21,2.257
12-Nov-21,2.262
19-Nov-21,2.18
26-Nov-21,2.172
3-Dec-21,1.918
10-Dec-21,2.096
17-Dec-21,2.093
24-Dec-21,2.107
31-Dec-21,2.196
7-Jan-22,2.27
14-Jan-22,2.431
21-Jan-22,2.525
28-Jan-22,2.547
4-Feb-22,2.617
11-Feb-22,2.722
18-Feb-22,2.653
25-Feb-22,2.678
4-Mar-22,3.237
11-Mar-22,3.475
18-Mar-22,3.102
25-Mar-22,3.769
1-Apr-22,3.79
8-Apr-22,3.561
15-Apr-22,3.604
22-Apr-22,3.859
29-Apr-22,4.626
6-May-22,4.266
13-May-22,4.042
20-May-22,3.602
27-May-22,3.714
3-Jun-22,3.976
10-Jun-22,4.141
17-Jun-22,4.242
24-Jun-22,4.18
1-Jul-22,3.915
8-Jul-22,3.42
15-Jul-22,3.557
22-Jul-22,3.405
29-Jul-22,3.457
5-Aug-22,3.129
12-Aug-22,3.152
19-Aug-22,3.305
26-Aug-22,3.651
2-Sep-22,3.449
9-Sep-22,3.321
16-Sep-22,3.153
23-Sep-22,3.162
30-Sep-22,3.403
7-Oct-22,3.627
14-Oct-22,3.677
21-Oct-22,3.459
28-Oct-22,3.998
4-Nov-22,3.613
11-Nov-22,3.273
